,KEY,DATETIME,ID,NAME,Wind_Speed_24,VMAX,LAT,LON,PER,SHRD,D200,RHLO,SDBT,POT,PC2,SHRD2,SHRG,DIVC,U200,EPSS,ENSS,TPWC,PC1,SDBT2,TBMX,RSST,storm name,landfall date,damage ranke,current damage($ 2020),base damage,landfall state,category,winds(MPH)
11259,DANN-2015,2015-08-21 12:00:00,AL042015,DANN,75.0,110.0,13.8,-47.8,25.0,6.1,0.0,68.0,12.70000019,-7.0,-2.0,9.5,12.9,1.0,-1.2,1.3,2.4,63.5,15.0,210.0,-37.3,27.3,,,,,,,,
11260,DANN-2015,2015-08-21 18:00:00,AL042015,DANN,65.0,105.0,14.3,-48.6,10.0,10.0,-6.0,66.0,16.10000024,-8.0,-6.0,12.7,15.9,-8.0,1.1,1.3,2.4,62.9,15.0,232.0,-64.4,27.2,,,,,,,,
11261,DANN-2015,2015-08-22 00:00:00,AL042015,DANN,55.0,95.0,14.7,-49.4,-15.0,7.1,-8.0,67.0,15.50000023,-25.0,39.0,11.9,16.7,-6.0,0.0,1.6,2.3,60.3,15.0,172.0,-65.4,27.5,,,,,,,,
11262,DANN-2015,2015-08-22 06:00:00,AL042015,DANN,50.0,85.0,15.0,-50.3,-20.0,11.5,-14.0,67.0,18.40000027,-36.0,35.0,15.8,18.7,-15.0,2.7,1.6,2.3,61.6,15.0,247.0,-69.2,27.5,,,,,,,,
11263,DANN-2015,2015-08-22 12:00:00,AL042015,DANN,45.0,75.0,15.3,-51.4,-20.0,14.0,0.0,62.0,14.00000021,-43.0,2.0,18.1,19.4,0.0,2.8,1.0,2.6,61.5,15.0,241.0,-67.6,27.4,,,,,,,,
11264,DANN-2015,2015-08-22 18:00:00,AL042015,DANN,40.0,65.0,15.5,-52.7,-20.0,15.8,14.0,61.0,23.70000035,-57.0,35.0,19.0,20.0,14.0,3.4,1.3,2.6,61.1,15.0,270.0,-56.3,27.6,,,,,,,,
11265,DANN-2015,2015-08-23 00:00:00,AL042015,DANN,40.0,55.0,15.6,-54.0,-20.0,17.8,-1.0,60.0,23.30000035,-72.0,144.0,19.4,22.3,0.0,1.3,1.6,2.6,57.4,15.0,214.0,-5.3,27.8,,,,,,,,
11266,DANN-2015,2015-08-23 06:00:00,AL042015,DANN,35.0,50.0,15.7,-55.3,-15.0,17.5,-8.0,62.0,30.10000045,-82.0,116.0,17.5,22.0,-4.0,0.9,1.7,2.3,58.9,15.0,261.0,-12.5,28.0,,,,,,,,
11267,DANN-2015,2015-08-23 12:00:00,AL042015,DANN,30.0,45.0,15.7,-56.7,-10.0,18.1,-6.0,61.0,31.60000047,-88.0,48.0,16.7,21.6,-2.0,-0.1,1.4,2.6,58.2,15.0,337.0,-56.4,28.1,,,,,,,,
11268,DANN-2015,2015-08-23 18:00:00,AL042015,DANN,,40.0,15.6,-58.2,-10.0,13.8,14.0,60.0,30.30000045,-90.0,89.0,13.6,17.9,19.0,-1.5,2.4,2.5,59.2,15.0,346.0,-7.3,28.2,,,,,,,,
11269,DANN-2015,2015-08-24 00:00:00,AL042015,DANN,,40.0,15.6,-59.3,-5.0,16.1,9.0,60.0,14.50000022,-88.0,196.0,14.5,20.5,-5.0,-0.8,2.9,2.3,57.6,15.0,243.0,15.8,28.2,,,,,,,,
11270,DANN-2015,2015-08-24 06:00:00,AL042015,DANN,,35.0,15.8,-60.4,-5.0,21.5,17.0,60.0,27.70000041,-94.0,63.0,18.5,24.3,-15.0,3.7,3.4,2.1,59.4,15.0,308.0,9.1,28.3,,,,,,,,
11271,DANN-2015,2015-08-24 12:00:00,AL042015,DANN,,30.0,15.8,-61.3,-10.0,14.9,23.0,61.0,18.60000028,-99.0,32.0,13.7,19.1,18.0,0.8,3.9,2.2,59.4,15.0,268.0,-37.8,28.3,,,,,,,,
11272,ERIK-2015,2015-08-24 18:00:00,AL052015,ERIK,35.0,40.0,14.3,-45.1,,10.4,26.0,70.0,14.40000021,-78.0,-39.0,9.6,18.7,40.0,-11.4,2.3,2.7,63.0,15.0,255.0,-68.7,27.4,,,,,,,,
11273,ERIK-2015,2015-08-25 00:00:00,AL052015,ERIK,35.0,40.0,14.4,-46.9,,9.5,27.0,71.0,22.90000034,-79.0,-7.0,8.4,18.1,38.0,-11.1,2.7,2.6,62.5,15.0,256.0,-46.9,27.5,,,,,,,,
11274,ERIK-2015,2015-08-25 06:00:00,AL052015,ERIK,35.0,40.0,14.7,-48.6,0.0,7.7,29.0,71.0,21.10000031,-80.0,8.0,6.9,16.5,34.0,-6.1,3.0,2.5,61.7,15.0,258.0,-63.4,27.5,,,,,,,,
11275,ERIK-2015,2015-08-25 12:00:00,AL052015,ERIK,40.0,40.0,15.0,-50.2,0.0,8.8,16.0,68.0,19.70000029,-77.0,78.0,9.5,17.9,18.0,-4.6,3.1,2.6,60.6,15.0,207.0,-16.1,27.5,,,,,,,,
11276,ERIK-2015,2015-08-25 18:00:00,AL052015,ERIK,40.0,35.0,15.3,-51.9,-5.0,10.6,20.0,65.0,19.50000029,-78.0,20.0,9.2,17.7,10.0,-4.2,3.8,2.4,57.8,15.0,257.0,-69.0,27.5,,,,,,,,
11277,ERIK-2015,2015-08-26 00:00:00,AL052015,ERIK,40.0,35.0,15.7,-53.6,-5.0,7.7,-6.0,66.0,19.50000029,-80.0,77.0,11.2,20.2,-10.0,-0.8,4.2,2.3,59.4,15.0,261.0,-27.8,27.7,,,,,,,,
11278,ERIK-2015,2015-08-26 06:00:00,AL052015,ERIK,45.0,35.0,15.9,-55.2,0.0,11.4,-18.0,67.0,24.40000036,-86.0,8.0,15.1,21.6,-6.0,2.5,4.7,2.0,60.8,15.0,272.0,-71.6,28.0,,,,,,,,
11279,ERIK-2015,2015-08-26 12:00:00,AL052015,ERIK,45.0,40.0,16.2,-56.8,5.0,14.4,-3.0,67.0,20.50000031,-87.0,-41.0,17.8,23.8,-1.0,2.5,4.2,2.5,60.6,15.0,338.0,-69.0,28.2,,,,,,,,
11280,ERIK-2015,2015-08-26 18:00:00,AL052015,ERIK,45.0,40.0,16.4,-58.2,5.0,11.3,22.0,67.0,16.30000024,-84.0,10.0,14.9,22.3,-9.0,0.9,4.9,2.2,62.5,15.0,274.0,-17.3,28.3,,,,,,,,
11281,ERIK-2015,2015-08-27 00:00:00,AL052015,ERIK,45.0,40.0,16.6,-59.5,0.0,13.0,20.0,65.0,23.70000035,-83.0,-38.0,18.1,23.7,-8.0,3.5,5.0,2.2,61.3,15.0,319.0,-68.4,28.3,,,,,,,,
11282,ERIK-2015,2015-08-27 06:00:00,AL052015,ERIK,45.0,45.0,16.5,-60.8,5.0,16.2,20.0,67.0,15.80000024,-82.0,-89.0,21.8,24.4,4.0,6.4,4.9,2.1,61.7,15.0,319.0,-70.2,28.4,,,,,,,,
11283,ERIK-2015,2015-08-27 12:00:00,AL052015,ERIK,45.0,45.0,16.5,-62.2,5.0,18.6,29.0,67.0,11.60000017,-84.0,-106.0,22.0,26.7,26.0,5.0,4.7,2.2,61.2,15.0,233.0,-62.1,28.4,,,,,,,,
11284,ERIK-2015,2015-08-27 18:00:00,AL052015,ERIK,,45.0,16.6,-63.6,0.0,17.9,46.0,66.0,24.20000036,-80.0,-15.0,17.2,24.3,37.0,1.7,5.6,2.2,59.4,15.0,296.0,-34.4,28.5,,,,,,,,
11285,ERIK-2015,2015-08-28 00:00:00,AL052015,ERIK,,45.0,17.2,-65.1,0.0,14.4,46.0,64.0,24.50000037,-82.0,59.0,16.3,28.4,46.0,2.4,5.5,2.1,59.7,15.0,352.0,5.6,28.6,,,,,,,,
11286,ERIK-2015,2015-08-28 06:00:00,AL052015,ERIK,,45.0,17.5,-66.8,0.0,21.1,35.0,66.0,24.40000036,-85.0,83.0,19.4,29.9,27.0,5.7,5.1,2.4,58.9,15.0,338.0,-8.8,28.6,,,,,,,,
11287,ERIK-2015,2015-08-28 12:00:00,AL052015,ERIK,,45.0,17.6,-68.6,0.0,30.7,14.0,66.0,31.10000046,-82.0,98.0,26.0,35.0,20.0,9.9,5.0,2.7,58.4,15.0,301.0,5.0,28.4,,,,,,,,
11288,FRED-2015,2015-08-30 00:00:00,AL062015,FRED,65.0,30.0,11.6,-17.5,,6.1,69.0,70.0,19.8000003,-110.0,-83.0,7.1,20.2,84.0,-6.3,2.3,3.3,64.9,0.0,231.0,-74.9,28.4,,,,,,,,
11289,FRED-2015,2015-08-30 06:00:00,AL062015,FRED,70.0,35.0,12.2,-18.4,,6.4,51.0,72.0,13.00000019,-112.0,-86.0,7.7,21.2,49.0,-2.6,1.6,3.4,65.1,0.0,199.0,-71.9,28.6,,,,,,,,
11290,FRED-2015,2015-08-30 12:00:00,AL062015,FRED,75.0,45.0,13.1,-19.5,15.0,7.1,40.0,72.0,21.10000031,-105.0,-36.0,9.1,21.6,22.0,-3.1,1.5,3.7,66.1,0.0,220.0,-30.9,28.9,,,,,,,,
11291,FRED-2015,2015-08-30 18:00:00,AL062015,FRED,70.0,55.0,14.0,-20.7,20.0,2.7,44.0,69.0,10.60000016,-97.0,-110.0,5.9,19.6,45.0,-2.0,1.2,4.1,64.3,0.0,145.0,-66.2,29.0,,,,,,,,
11292,FRED-2015,2015-08-31 00:00:00,AL062015,FRED,65.0,65.0,14.6,-21.7,20.0,1.7,31.0,66.0,10.60000016,-87.0,-81.0,3.8,18.8,30.0,-1.7,1.0,4.3,65.5,0.0,148.0,-69.8,28.9,,,,,,,,
11293,FRED-2015,2015-08-31 06:00:00,AL062015,FRED,60.0,70.0,15.3,-22.5,15.0,2.2,40.0,67.0,11.80000018,-75.0,-73.0,4.2,18.6,34.0,0.7,0.9,4.2,66.0,0.0,156.0,-68.6,28.5,,,,,,,,
11294,FRED-2015,2015-08-31 12:00:00,AL062015,FRED,50.0,75.0,16.1,-23.3,10.0,5.2,48.0,66.0,10.70000016,-40.0,-52.0,5.8,17.8,50.0,1.2,0.6,4.7,65.3,0.0,172.0,-70.2,27.9,,,,,,,,
11295,FRED-2015,2015-08-31 18:00:00,AL062015,FRED,45.0,70.0,16.8,-24.1,0.0,9.1,40.0,67.0,8.800000131000001,-30.0,-55.0,8.0,16.4,60.0,3.8,0.6,4.5,63.3,0.0,146.0,-73.7,27.2,,,,,,,,
11296,FRED-2015,2015-09-01 00:00:00,AL062015,FRED,45.0,65.0,17.4,-24.9,-10.0,11.8,36.0,65.0,9.700000145,-26.0,-12.0,11.9,18.0,34.0,3.9,0.8,4.2,63.6,0.0,154.0,-62.7,26.8,,,,,,,,
11297,FRED-2015,2015-09-01 06:00:00,AL062015,FRED,40.0,60.0,17.8,-25.7,-10.0,13.6,10.0,67.0,16.60000025,-22.0,-4.0,12.4,19.1,7.0,6.6,0.6,4.1,60.9,0.0,210.0,-67.5,26.6,,,,,,,,
11298,FRED-2015,2015-09-01 12:00:00,AL062015,FRED,40.0,50.0,18.2,-26.7,-15.0,12.7,5.0,66.0,18.10000027,-28.0,44.0,13.3,19.4,8.0,5.5,0.2,4.6,58.6,0.0,218.0,-53.4,26.4,,,,,,,,
11299,FRED-2015,2015-09-01 18:00:00,AL062015,FRED,35.0,45.0,18.7,-27.6,-15.0,13.9,13.0,64.0,29.60000044,-30.0,36.0,14.1,21.3,26.0,6.6,0.4,4.5,58.1,0.0,293.0,-27.0,26.3,,,,,,,,
11300,FRED-2015,2015-09-02 00:00:00,AL062015,FRED,35.0,45.0,19.1,-28.7,-5.0,17.6,3.0,63.0,16.40000024,-31.0,-2.0,17.7,24.8,13.0,8.5,0.4,4.4,58.9,0.0,216.0,-49.5,26.3,,,,,,,,
11301,FRED-2015,2015-09-02 06:00:00,AL062015,FRED,40.0,40.0,19.3,-29.7,-5.0,20.9,-7.0,60.0,11.40000017,-39.0,110.0,22.3,27.5,-5.0,12.5,0.4,4.5,59.6,0.0,184.0,14.8,26.3,,,,,,,,
11302,FRED-2015,2015-09-02 12:00:00,AL062015,FRED,40.0,40.0,19.6,-30.5,-5.0,27.0,0.0,56.0,7.500000112,-37.0,177.0,26.4,30.8,-8.0,16.1,0.2,4.7,60.4,0.0,117.0,14.3,26.3,,,,,,,,
11303,FRED-2015,2015-09-02 18:00:00,AL062015,FRED,35.0,35.0,20.0,-31.4,-5.0,28.8,-4.0,56.0,16.20000024,-39.0,186.0,28.4,31.7,-7.0,19.9,0.4,4.4,60.2,0.0,246.0,17.8,26.2,,,,,,,,
11304,FRED-2015,2015-09-03 00:00:00,AL062015,FRED,35.0,35.0,20.4,-32.2,-5.0,30.6,-20.0,56.0,32.00000048,-39.0,66.0,29.3,32.6,-46.0,20.1,0.8,4.1,61.8,0.0,343.0,-15.1,26.1,,,,,,,,
11305,FRED-2015,2015-09-03 06:00:00,AL062015,FRED,35.0,40.0,20.7,-32.9,5.0,28.9,-24.0,54.0,28.60000043,-35.0,129.0,28.0,34.0,-13.0,19.9,0.7,4.0,58.5,0.0,312.0,18.5,26.1,,,,,,,,
11306,FRED-2015,2015-09-03 12:00:00,AL062015,FRED,30.0,40.0,21.3,-33.7,5.0,34.2,-6.0,53.0,7.000000104,-37.0,205.0,29.6,35.5,17.0,20.3,0.5,4.4,56.9,0.0,153.0,20.0,26.2,,,,,,,,
11307,FRED-2015,2015-09-03 18:00:00,AL062015,FRED,30.0,35.0,21.8,-34.9,-5.0,35.5,-5.0,53.0,29.70000044,-43.0,69.0,27.2,31.3,-27.0,19.4,0.6,4.3,57.0,0.0,266.0,-51.4,26.3,,,,,,,,
11308,FRED-2015,2015-09-04 00:00:00,AL062015,FRED,35.0,35.0,21.9,-36.0,-5.0,32.2,-13.0,54.0,9.600000142999999,-51.0,211.0,25.7,31.5,-44.0,16.2,1.3,3.8,56.6,0.0,122.0,18.4,26.4,,,,,,,,
11309,FRED-2015,2015-09-04 06:00:00,AL062015,FRED,35.0,35.0,22.0,-36.9,0.0,30.7,-10.0,52.0,31.20000046,-66.0,51.0,25.3,33.2,-16.0,16.8,1.2,3.8,57.1,15.0,286.0,-39.8,26.6,,,,,,,,
11310,FRED-2015,2015-09-04 12:00:00,AL062015,FRED,30.0,30.0,22.2,-37.9,-5.0,36.8,-15.0,49.0,24.10000036,-56.0,179.0,31.0,39.5,-5.0,21.9,0.5,4.4,55.6,15.0,280.0,19.3,26.7,,,,,,,,
11311,FRED-2015,2015-09-04 18:00:00,AL062015,FRED,30.0,30.0,22.4,-38.7,-5.0,39.4,-6.0,49.0,7.40000011,-78.0,229.0,30.6,37.5,1.0,23.2,1.1,4.0,55.5,15.0,97.0,19.5,26.9,,,,,,,,
11312,FRED-2015,2015-09-05 00:00:00,AL062015,FRED,30.0,35.0,22.7,-39.6,5.0,39.1,-15.0,50.0,31.20000046,-96.0,102.0,28.4,36.0,-21.0,20.0,1.7,3.7,55.6,15.0,308.0,-17.2,28.1,,,,,,,,
11313,FRED-2015,2015-09-05 06:00:00,AL062015,FRED,30.0,35.0,23.0,-40.6,5.0,38.7,-14.0,51.0,16.80000025,-99.0,192.0,27.7,35.5,-16.0,20.4,2.4,3.5,54.4,15.0,228.0,9.5,28.2,,,,,,,,
11314,FRED-2015,2015-09-05 12:00:00,AL062015,FRED,25.0,30.0,23.3,-41.5,-5.0,35.6,-1.0,50.0,13.300000199999998,-108.0,207.0,28.4,39.0,-3.0,21.4,1.8,3.8,53.3,15.0,224.0,20.5,28.4,,,,,,,,
11315,FRED-2015,2015-09-05 18:00:00,AL062015,FRED,,30.0,23.5,-42.2,-5.0,30.5,-24.0,49.0,3.9000000580000003,-110.0,245.0,26.3,38.3,-37.0,21.8,2.2,3.8,54.2,15.0,62.0,18.9,28.5,,,,,,,,
11316,FRED-2015,2015-09-06 00:00:00,AL062015,FRED,,30.0,23.8,-42.9,0.0,24.3,-27.0,52.0,11.10000017,-111.0,234.0,22.5,33.8,-26.0,17.0,2.7,3.4,54.5,15.0,108.0,20.8,28.6,,,,,,,,
11317,FRED-2015,2015-09-06 06:00:00,AL062015,FRED,,30.0,24.5,-43.3,0.0,20.0,-38.0,55.0,24.00000036,-114.0,73.0,20.1,30.6,-43.0,13.4,3.0,3.4,53.5,15.0,234.0,-27.6,28.7,,,,,,,,
11318,FRED-2015,2015-09-06 12:00:00,AL062015,FRED,,25.0,25.3,-43.2,-5.0,18.5,-10.0,56.0,25.90000039,-118.0,70.0,16.9,26.4,-30.0,10.8,2.8,3.5,54.2,15.0,342.0,-13.7,28.7,,,,,,,,
11319,GRAC-2015,2015-09-05 06:00:00,AL072015,GRAC,45.0,25.0,12.0,-23.1,,8.5,58.0,69.0,17.30000026,-117.0,-18.0,8.3,23.3,59.0,-9.7,1.7,3.5,62.3,0.0,244.0,-41.8,28.3,,,,,,,,
11320,GRAC-2015,2015-09-05 12:00:00,AL072015,GRAC,50.0,30.0,12.2,-24.4,,11.6,37.0,65.0,12.70000019,-113.0,-32.0,9.4,24.3,35.0,-11.7,1.4,3.8,61.9,0.0,172.0,-36.1,28.4,,,,,,,,
11321,GRAC-2015,2015-09-05 18:00:00,AL072015,GRAC,45.0,35.0,12.3,-25.7,10.0,9.7,31.0,62.0,12.10000018,-105.0,-4.0,9.8,23.9,33.0,-10.9,1.6,3.7,61.0,0.0,142.0,-45.7,28.3,,,,,,,,
11322,GRAC-2015,2015-09-06 00:00:00,AL072015,GRAC,45.0,40.0,12.4,-26.9,10.0,8.0,14.0,59.0,18.40000027,-99.0,29.0,9.4,24.0,12.0,-11.3,1.8,3.6,61.7,0.0,176.0,-47.0,28.3,,,,,,,,
11323,GRAC-2015,2015-09-06 06:00:00,AL072015,GRAC,45.0,45.0,12.5,-28.0,10.0,10.1,-4.0,60.0,13.400000199999997,-97.0,-33.0,12.8,23.2,-14.0,-13.1,1.7,3.4,63.1,0.0,167.0,-57.4,28.3,,,,,,,,
11324,GRAC-2015,2015-09-06 12:00:00,AL072015,GRAC,40.0,50.0,12.7,-29.2,10.0,6.4,13.0,61.0,12.50000019,-89.0,-31.0,12.1,21.2,10.0,-13.5,1.4,3.5,62.2,0.0,164.0,-47.8,28.2,,,,,,,,
11325,GRAC-2015,2015-09-06 18:00:00,AL072015,GRAC,40.0,45.0,12.9,-30.5,0.0,2.9,-7.0,59.0,11.10000017,-88.0,39.0,6.2,20.3,-1.0,-6.5,1.3,3.8,60.2,0.0,169.0,-52.0,28.0,,,,,,,,
11326,GRAC-2015,2015-09-07 00:00:00,AL072015,GRAC,35.0,45.0,13.2,-31.9,-5.0,3.8,7.0,57.0,9.600000142999999,-87.0,89.0,5.8,20.7,-1.0,-4.1,1.6,3.6,61.8,0.0,113.0,-44.3,28.0,,,,,,,,
11327,GRAC-2015,2015-09-07 06:00:00,AL072015,GRAC,35.0,45.0,13.5,-33.4,0.0,3.8,-7.0,59.0,11.00000016,-90.0,-12.0,6.2,19.8,-7.0,-1.8,1.5,3.4,60.7,0.0,135.0,-71.4,28.0,,,,,,,,
11328,GRAC-2015,2015-09-07 12:00:00,AL072015,GRAC,30.0,40.0,13.7,-35.0,-5.0,11.1,-20.0,58.0,19.9000003,-94.0,43.0,10.7,20.3,-19.0,0.9,1.2,3.7,59.4,0.0,213.0,-41.9,28.1,,,,,,,,
11329,GRAC-2015,2015-09-07 18:00:00,AL072015,GRAC,30.0,40.0,13.8,-36.7,-5.0,13.3,-9.0,58.0,15.20000023,-95.0,83.0,13.9,24.3,-20.0,3.9,1.3,3.8,57.5,15.0,191.0,-43.3,28.1,,,,,,,,
11330,GRAC-2015,2015-09-08 00:00:00,AL072015,GRAC,25.0,35.0,13.9,-38.4,-5.0,15.7,6.0,58.0,15.70000023,-100.0,169.0,16.0,26.1,-2.0,2.8,2.0,3.2,56.9,15.0,138.0,12.0,28.2,,,,,,,,
11331,GRAC-2015,2015-09-08 06:00:00,AL072015,GRAC,25.0,35.0,14.0,-40.1,-5.0,17.8,-2.0,58.0,13.500000199999997,-101.0,-12.0,16.4,26.6,5.0,4.0,2.1,2.9,58.4,15.0,210.0,-70.7,28.2,,,,,,,,
11332,GRAC-2015,2015-09-08 12:00:00,AL072015,GRAC,,30.0,14.0,-41.8,-5.0,19.4,-8.0,58.0,20.0000003,-104.0,61.0,17.3,26.7,15.0,3.2,1.5,3.5,57.4,15.0,230.0,-60.9,28.1,,,,,,,,
11333,GRAC-2015,2015-09-08 18:00:00,AL072015,GRAC,,30.0,14.0,-43.4,-5.0,18.6,0.0,59.0,14.20000021,-99.0,90.0,17.7,26.5,-10.0,3.8,2.1,3.1,56.1,15.0,132.0,-67.1,28.0,,,,,,,,
11334,GRAC-2015,2015-09-09 00:00:00,AL072015,GRAC,,25.0,14.0,-44.9,-5.0,18.1,4.0,59.0,16.60000025,-99.0,12.0,18.7,27.1,-11.0,3.8,3.0,2.7,57.9,15.0,224.0,-65.0,27.9,,,,,,,,
11335,GRAC-2015,2015-09-09 06:00:00,AL072015,GRAC,,25.0,14.0,-46.4,-5.0,18.2,-4.0,60.0,24.40000036,-102.0,143.0,20.2,28.7,-17.0,6.4,3.0,2.7,57.7,15.0,233.0,16.4,28.0,,,,,,,,
11336,HENR-2015,2015-09-08 18:00:00,AL082015,HENR,45.0,30.0,30.8,-61.6,,17.8,-10.0,54.0,25.70000038,-118.0,117.0,15.7,16.6,32.0,13.8,2.0,3.9,51.3,15.0,349.0,13.3,28.8,,,,,,,,
11337,HENR-2015,2015-09-09 00:00:00,AL082015,HENR,45.0,35.0,30.8,-61.4,,18.2,-5.0,54.0,21.20000032,-113.0,144.0,15.9,17.8,30.0,12.9,2.0,3.8,48.5,15.0,312.0,8.9,28.8,,,,,,,,
11338,HENR-2015,2015-09-09 06:00:00,AL082015,HENR,45.0,35.0,30.8,-61.2,5.0,18.0,-4.0,54.0,25.70000038,-114.0,155.0,13.2,16.5,17.0,10.0,1.9,3.7,48.6,15.0,359.0,17.7,28.8,,,,,,,,
11339,HENR-2015,2015-09-09 12:00:00,AL082015,HENR,40.0,40.0,30.8,-61.0,5.0,18.0,-19.0,54.0,24.80000037,-108.0,153.0,9.4,12.4,-19.0,6.0,1.7,3.8,50.5,15.0,328.0,15.7,28.7,,,,,,,,
11340,HENR-2015,2015-09-09 18:00:00,AL082015,HENR,40.0,45.0,30.9,-60.8,10.0,19.2,-12.0,54.0,27.40000041,-101.0,146.0,9.9,12.2,-15.0,6.0,2.1,3.7,51.9,15.0,336.0,18.2,28.7,,,,,,,,
11341,HENR-2015,2015-09-10 00:00:00,AL082015,HENR,40.0,45.0,31.2,-60.8,5.0,20.1,4.0,54.0,18.00000027,-100.0,177.0,10.4,11.7,4.0,5.9,2.0,3.7,51.4,15.0,320.0,19.1,28.6,,,,,,,,
11342,HENR-2015,2015-09-10 06:00:00,AL082015,HENR,40.0,45.0,31.6,-60.9,0.0,20.6,8.0,55.0,16.50000025,-97.0,168.0,8.5,10.6,-4.0,5.2,1.9,3.7,51.1,15.0,305.0,18.3,28.4,,,,,,,,
11343,HENR-2015,2015-09-10 12:00:00,AL082015,HENR,,40.0,32.2,-60.9,-5.0,17.9,-7.0,56.0,11.10000017,-97.0,199.0,5.8,10.3,-13.0,4.2,2.0,3.8,51.8,15.0,236.0,20.2,28.1,,,,,,,,
11344,HENR-2015,2015-09-10 18:00:00,AL082015,HENR,,40.0,33.2,-60.9,-5.0,18.1,17.0,57.0,13.300000199999998,-93.0,193.0,4.9,8.6,18.0,6.0,1.8,3.8,52.1,15.0,276.0,18.8,27.8,,,,,,,,
11345,HENR-2015,2015-09-11 00:00:00,AL082015,HENR,,40.0,34.3,-60.7,0.0,11.0,8.0,58.0,13.600000199999998,-87.0,191.0,6.8,10.2,22.0,6.5,1.8,3.8,52.6,15.0,276.0,19.3,27.5,,,,,,,,
11346,HENR-2015,2015-09-11 06:00:00,AL082015,HENR,,40.0,35.7,-60.3,0.0,6.9,29.0,58.0,22.90000034,-89.0,181.0,7.7,14.5,4.0,5.8,1.6,3.7,52.5,15.0,289.0,16.5,27.5,,,,,,,,
11347,TD09-2015,2015-09-16 12:00:00,AL092015,TD09,30.0,25.0,14.5,-43.7,,9.1,53.0,68.0,21.90000033,-111.0,20.0,16.3,24.9,41.0,12.1,1.9,2.3,62.7,15.0,264.0,-14.9,28.1,,,,,,,,
11348,TD09-2015,2015-09-16 18:00:00,AL092015,TD09,25.0,25.0,15.0,-44.4,,6.1,78.0,69.0,18.60000028,-110.0,71.0,14.1,23.9,65.0,12.1,1.8,2.4,60.2,15.0,271.0,-2.2,28.0,,,,,,,,
11349,TD09-2015,2015-09-17 00:00:00,AL092015,TD09,25.0,25.0,15.3,-44.8,0.0,10.9,68.0,70.0,30.10000045,-109.0,104.0,15.5,26.2,44.0,11.8,2.4,2.4,57.7,15.0,356.0,11.4,28.0,,,,,,,,
11350,TD09-2015,2015-09-17 06:00:00,AL092015,TD09,25.0,30.0,15.6,-45.0,5.0,15.7,22.0,69.0,22.70000034,-105.0,86.0,18.2,29.0,28.0,15.4,2.2,2.5,55.9,15.0,346.0,-8.2,28.0,,,,,,,,
11351,TD09-2015,2015-09-17 12:00:00,AL092015,TD09,25.0,30.0,15.9,-45.1,5.0,16.2,9.0,67.0,14.20000021,-104.0,152.0,18.0,29.3,23.0,13.9,2.2,2.6,53.8,15.0,262.0,0.0,28.0,,,,,,,,
11352,TD09-2015,2015-09-17 18:00:00,AL092015,TD09,25.0,25.0,16.3,-45.1,-5.0,15.9,11.0,68.0,12.50000019,-108.0,195.0,17.2,27.9,14.0,13.6,2.6,2.6,55.0,15.0,273.0,20.5,28.0,,,,,,,,
11353,TD09-2015,2015-09-18 00:00:00,AL092015,TD09,25.0,25.0,16.8,-45.2,-5.0,22.9,10.0,66.0,11.70000017,-110.0,208.0,20.6,30.5,31.0,12.5,2.6,2.7,54.0,15.0,211.0,17.5,28.1,,,,,,,,
11354,TD09-2015,2015-09-18 06:00:00,AL092015,TD09,25.0,25.0,17.3,-45.8,0.0,27.3,7.0,64.0,34.60000052,-114.0,116.0,25.5,36.0,10.0,18.1,2.4,2.7,55.1,15.0,371.0,9.7,28.2,,,,,,,,
11355,TD09-2015,2015-09-18 12:00:00,AL092015,TD09,25.0,25.0,17.6,-46.6,0.0,27.9,7.0,63.0,2.600000039,-114.0,245.0,25.8,35.0,18.0,16.4,1.8,3.0,52.6,15.0,88.0,21.3,28.2,,,,,,,,
11356,TD09-2015,2015-09-18 18:00:00,AL092015,TD09,,25.0,17.9,-47.3,0.0,30.9,13.0,63.0,20.3000003,-112.0,213.0,28.2,35.8,11.0,16.9,2.7,2.7,55.0,15.0,258.0,21.3,28.3,,,,,,,,
11357,TD09-2015,2015-09-19 00:00:00,AL092015,TD09,,25.0,18.1,-48.1,0.0,34.2,4.0,66.0,25.10000037,-113.0,157.0,31.6,39.9,-3.0,18.2,3.1,2.7,56.7,15.0,323.0,18.9,28.4,,,,,,,,
11358,TD09-2015,2015-09-19 06:00:00,AL092015,TD09,,25.0,18.3,-48.8,0.0,30.1,6.0,65.0,22.10000033,-115.0,174.0,28.8,36.9,-7.0,18.0,3.0,2.9,55.6,15.0,239.0,18.1,28.5,,,,,,,,
11359,TD09-2015,2015-09-19 12:00:00,AL092015,TD09,,25.0,18.5,-49.4,0.0,34.4,19.0,62.0,4.200000063,-117.0,246.0,27.7,34.8,11.0,14.3,2.6,3.1,55.8,15.0,76.0,20.5,28.6,,,,,,,,
11360,IDA-2015,2015-09-18 06:00:00,AL102015,IDA,35.0,25.0,12.9,-35.7,,6.2,117.0,78.0,14.90000022,-109.0,-72.0,4.7,8.9,121.0,0.0,2.4,2.5,62.5,0.0,241.0,-69.7,27.9,,,,,,,,
11361,IDA-2015,2015-09-18 12:00:00,AL102015,IDA,35.0,25.0,13.2,-36.4,,5.1,94.0,77.0,17.90000027,-104.0,-4.0,7.8,15.4,99.0,0.5,2.3,2.6,62.5,15.0,227.0,-53.4,27.8,,,,,,,,
